"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_SceneryObjects.M_SceneryObjects","0","14","3","1","12.095063","0","55"
"/Game/Materials/SurfaceMaterial/NewMaterial.NewMaterial","0","14","4","1","9.437008","0","48"
"/Game/Materials/SurfaceMaterial/M_SceneryObjects.M_SceneryObjects","0","14","3","1","0.000000","0","55"
"/Game/Materials/SurfaceMaterial/M_Noise.M_Noise","0","14","4","1","10.416489","0","46"
"/Game/Materials/PostProcessing/M_PP_GaussianBlur.M_PP_GaussianBlur","0","6","1","1","3.032472","0","19"
"/Game/Materials/PostProcessing/M_PP_EdgeDetector.M_PP_EdgeDetector","0","14","5","1","10.129714","0","38"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/Materials/PostProcessing/M_PP_CelShading.M_PP_CelShading","0","6","6","1","2.758352","0","6"
"/Game/Materials/Material4.Material4","0","14","6","1","9.801594","0","40"
"/Game/Materials/Material3.Material3","0","14","6","1","9.734352","0","40"
"/Game/Materials/Material2.Material2","0","14","6","1","9.561326","0","40"
"/Game/Materials/Material1.Material1","0","14","4","1","10.132016","0","47"
"/Game/Materials/Material.Material","0","14","3","1","10.141175","0","44"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","132","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","102","3","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Game/Materials/PostProcessing/M_Blur.M_Blur","0","6","6","1","3.577753","0","6"
"/Game/Materials/RenderTargets/M_RenderImage.M_RenderImage","0","11","11","1","4.665270","0","18"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_Urchin.M_Urchin","0","14","14","1","9.552248","0","21"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_SmallCandyCane.M_SmallCandyCane","0","28","7","1","19.443621","0","91"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_SmallPocky.M_SmallPocky","0","14","14","1","10.964204","0","21"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_Skull.M_Skull","0","14","14","1","10.720524","0","21"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_PlatformCoral.M_PlatformCoral","0","14","14","1","10.232097","0","21"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_Pebble.M_Pebble","0","14","14","1","9.503439","0","21"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_MediumPocky.M_MediumPocky","0","14","14","1","9.325378","0","22"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_Lollipop.M_Lollipop","0","28","8","1","18.945412","0","96"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_LargePocky.M_LargePocky","0","28","8","1","22.025953","0","96"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_JellyStarfish.M_JellyStarfish","0","28","8","1","22.364178","0","96"
"/Game/Materials/SurfaceMaterial/Eugene/M_Eugene_Helmet.M_Eugene_Helmet","0","24","8","1","19.857483","0","64"
"/Game/Materials/SurfaceMaterial/Eugene/M_Eugene_Body.M_Eugene_Body","0","29","8","1","22.198078","0","105"
"/Game/Materials/SurfaceMaterial/M_Eugene.M_Eugene","0","15","6","1","13.282660","0","55"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_Shrimp.M_Shrimp","0","14","2","1","11.167521","0","45"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_otter.M_otter","0","14","5","1","12.196654","0","37"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_CrepeRay.M_CrepeRay","0","14","3","1","11.892549","0","45"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_CoralClump2.M_CoralClump2","0","28","8","1","22.701284","0","96"
"/Game/Materials/SurfaceMaterial/SceneObjects/M_CoralClump.M_CoralClump","0","14","3","1","10.906615","0","36"
"/Game/Materials/SurfaceMaterial/M_BCandyCane.M_BCandyCane","0","14","6","1","11.042273","0","51"
"/Game/Materials/SurfaceMaterial/M_Rock.M_Rock","0","14","4","1","10.824657","0","37"
"/Game/Materials/Terrain/M_LS_Test.M_LS_Test","0","164","50","6","118.204964","0","575"
"/Game/Materials/SurfaceMaterial/M_SeaSurfaceTiler.M_SeaSurfaceTiler","0","29","11","1","21.742533","0","111"
"/Game/Materials/PostProcessing/M_PP_TwoToned_LayeredHaze.M_PP_TwoToned_LayeredHaze","0","6","6","1","3.024205","0","11"
