"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/Materials/SurfaceMaterial/NewMaterial.NewMaterial","0","14","3","1","13.265058","0","55"
"/Game/Materials/SurfaceMaterial/M_Noise.M_Noise","0","14","4","1","9.416089","0","67"
"/Game/Materials/PostProcessing/M_PP_GaussianBlur.M_PP_GaussianBlur","0","6","1","1","2.564529","0","26"
"/Game/Materials/PostProcessing/M_PP_EdgeDetector.M_PP_EdgeDetector","0","14","1","1","9.671715","0","61"
"/Game/Materials/PostProcessing/M_PP_CelShading.M_PP_CelShading","0","6","6","1","2.576822","0","11"
"/Game/Materials/Material4.Material4","0","14","6","1","9.342674","0","40"
"/Game/Materials/Material3.Material3","0","14","6","1","9.355731","0","40"
"/Game/Materials/Material2.Material2","0","14","6","1","9.303275","0","40"
"/Game/Materials/Material1.Material1","0","14","3","1","9.093542","0","53"
"/Game/Materials/Material.Material","0","14","3","1","9.293607","0","57"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","132","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","102","3","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/Game/Materials/PostProcessing/M_Blur.M_Blur","0","6","6","1","2.905111","0","6"
"/Game/Materials/RenderTargets/M_RenderImage.M_RenderImage","0","11","11","1","3.721805","0","18"
"/Game/Materials/SurfaceMaterial/M_SmallCandyCane.M_SmallCandyCane","0","28","7","1","19.192039","0","91"
"/Game/Materials/SurfaceMaterial/M_SmallPocky.M_SmallPocky","0","14","14","1","9.582332","0","21"
"/Game/Materials/SurfaceMaterial/M_Skull.M_Skull","0","14","14","1","9.542530","0","21"
"/Game/Materials/SurfaceMaterial/M_PlatformCoral.M_PlatformCoral","0","14","14","1","9.221351","0","21"
"/Game/Materials/SurfaceMaterial/M_Pebble.M_Pebble","0","14","14","1","9.592877","0","21"
"/Game/Materials/SurfaceMaterial/M_MediumPocky.M_MediumPocky","0","14","14","1","9.575778","0","21"
"/Game/Materials/SurfaceMaterial/M_Lollipop.M_Lollipop","0","28","8","1","19.591007","0","96"
"/Game/Materials/SurfaceMaterial/M_LargePocky.M_LargePocky","0","28","8","1","19.444876","0","96"
"/Game/Materials/SurfaceMaterial/M_JellyStarfish.M_JellyStarfish","0","28","8","1","19.214485","0","96"
"/Game/Materials/SurfaceMaterial/Eugene/M_Eugene_Helmet.M_Eugene_Helmet","0","24","8","1","16.600794","0","64"
"/Game/Materials/SurfaceMaterial/Eugene/M_Eugene_Body.M_Eugene_Body","0","29","8","1","18.776043","0","104"
"/Game/Materials/SurfaceMaterial/M_Eugene.M_Eugene","0","15","16","1","11.251537","0","24"
"/Game/Materials/SurfaceMaterial/M_CoralClump2.M_CoralClump2","0","28","8","1","19.266228","0","96"
"/Game/Materials/SurfaceMaterial/M_CoralClump.M_CoralClump","0","14","14","1","9.573530","0","22"
"/Game/Materials/SurfaceMaterial/M_BCandyCane.M_BCandyCane","0","14","14","1","9.322288","0","22"
"/Game/Materials/Terrain/M_LS_Test.M_LS_Test","0","164","59","6","119.998016","0","547"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Game/Materials/SurfaceMaterial/M_SeaSurfaceTiler.M_SeaSurfaceTiler","0","29","9","1","20.202328","0","104"
"/Game/Materials/PostProcessing/M_PP_TwoToned_LayeredHaze.M_PP_TwoToned_LayeredHaze","0","6","6","1","2.630124","0","10"
"/Game/Materials/PostProcessing/M_PP_LayeredHaze.M_PP_LayeredHaze","0","6","6","1","2.608266","0","10"
"/Game/Materials/LightFunctions/M_LF_Caustics.M_LF_Caustics","0","43","9","1","20.519459","0","167"
"/Game/Materials/SurfaceMaterial/M_Foliage.M_Foliage","0","58","10","1","40.460930","0","316"
"/Game/Materials/SurfaceMaterial/M_GrassBillboard.M_GrassBillboard","0","58","10","1","40.489918","0","314"
"/Game/Materials/SurfaceMaterial/Fo_GrassBillboard1.Fo_GrassBillboard1","0","48","9","1","34.595932","0","222"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
